true_radius,predicted_radius,radius_error,ruler
[1.443],[1.4182982],[0.0171183],1.5684798e-05
[0.855],[0.84524125],[0.01141377],1.5684798e-05
[0.855],[0.847295],[0.00901173],1.5684798e-05
[0.855],[0.84703887],[0.00931129],1.5684798e-05
[0.855],[0.8456744],[0.01090716],1.5684798e-05
[0.855],[0.8464708],[0.00997573],1.5684798e-05
[1.443],[1.421385],[0.01497915],1.5684798e-05
[0.855],[0.84827965],[0.00786007],1.5684798e-05
[0.855],[0.8509355],[0.0047538],1.5684798e-05
[1.443],[1.4192451],[0.01646212],1.5684798e-05
[1.443],[1.4199569],[0.01596884],1.5684798e-05
[1.443],[1.4188334],[0.01674746],1.5684798e-05
[0.855],[0.8451922],[0.01147114],1.5684798e-05
[0.855],[0.84777546],[0.00844978],1.5684798e-05
[0.855],[0.84408075],[0.01277108],1.5684798e-05
[0.855],[0.84815437],[0.00800661],1.5684798e-05
[0.855],[0.8464129],[0.01004342],1.5684798e-05
[1.443],[1.4224222],[0.01426042],1.5684798e-05
[0.855],[0.84894973],[0.00707636],1.5684798e-05
[1.443],[1.4225065],[0.01420202],1.5684798e-05
[1.443],[1.4198184],[0.01606484],1.5684798e-05
[0.855],[0.8467884],[0.00960422],1.5684798e-05
[1.443],[1.4214611],[0.01492644],1.5684798e-05
[0.855],[0.84984595],[0.00602816],1.5684798e-05
[0.855],[0.8486353],[0.0074441],1.5684798e-05
[1.443],[1.4208323],[0.01536222],1.5684798e-05
[1.443],[1.4195215],[0.01627062],1.5684798e-05
[0.855],[0.8434365],[0.01352461],1.5684798e-05
[1.443],[1.4191003],[0.01656249],1.5684798e-05
[0.855],[0.84842974],[0.00768454],1.5684798e-05
[1.443],[1.422928],[0.0139099],1.5684798e-05
[0.855],[0.85183173],[0.0037056],1.5684798e-05
[0.855],[0.8420326],[0.01516656],1.5684798e-05
[0.855],[0.84959745],[0.00631879],1.5684798e-05
[1.443],[1.4210516],[0.01521021],1.5684798e-05
[0.855],[0.8463839],[0.0100773],1.5684798e-05
[1.443],[1.4212096],[0.01510075],1.5684798e-05
[1.443],[1.4212432],[0.01507746],1.5684798e-05
[0.855],[0.8500778],[0.00575697],1.5684798e-05
[0.855],[0.8467956],[0.00959579],1.5684798e-05
[1.443],[1.4237792],[0.01331997],1.5684798e-05
[1.443],[1.4198567],[0.01603832],1.5684798e-05
[1.443],[1.4167646],[0.01818111],1.5684798e-05
[0.855],[0.8455229],[0.01108437],1.5684798e-05
[1.443],[1.4202288],[0.0157804],1.5684798e-05
[0.855],[0.8447594],[0.01197733],1.5684798e-05
[0.855],[0.8500363],[0.00580549],1.5684798e-05
[0.855],[0.84626955],[0.01021108],1.5684798e-05
[0.855],[0.8485103],[0.00759029],1.5684798e-05
[1.443],[1.4222758],[0.01436187],1.5684798e-05
[0.855],[0.8489525],[0.00707315],1.5684798e-05
[1.443],[1.4187424],[0.01681049],1.5684798e-05
[0.855],[0.8449431],[0.01176247],1.5684798e-05
[1.443],[1.4189755],[0.01664899],1.5684798e-05
[0.855],[0.8451],[0.01157899],1.5684798e-05
[1.443],[1.4227612],[0.01402547],1.5684798e-05
[0.855],[0.84730774],[0.00899682],1.5684798e-05
[0.855],[0.8493492],[0.00660914],1.5684798e-05
[0.855],[0.84546626],[0.0111506],1.5684798e-05
[1.443],[1.4177715],[0.01748337],1.5684798e-05
[1.443],[1.417929],[0.01737416],1.5684798e-05
[0.855],[0.8486652],[0.00740917],1.5684798e-05
[1.443],[1.4212377],[0.01508126],1.5684798e-05
[0.855],[0.84559613],[0.0109987],1.5684798e-05
[0.855],[0.84872675],[0.00733716],1.5684798e-05
[0.855],[0.84814465],[0.00801797],1.5684798e-05
[1.443],[1.4210091],[0.01523971],1.5684798e-05
[1.443],[1.4223108],[0.01433758],1.5684798e-05
[1.443],[1.4199495],[0.01597396],1.5684798e-05
[1.443],[1.4206175],[0.01551109],1.5684798e-05
[1.443],[1.4228387],[0.01397177],1.5684798e-05
[0.855],[0.8429739],[0.01406565],1.5684798e-05
[0.855],[0.8446271],[0.01213209],1.5684798e-05
[0.855],[0.84953284],[0.00639436],1.5684798e-05
[1.443],[1.4199866],[0.01594827],1.5684798e-05
[1.443],[1.4196587],[0.01617554],1.5684798e-05
[1.443],[1.4212353],[0.01508291],1.5684798e-05
[0.855],[0.8446284],[0.01213056],1.5684798e-05
[1.443],[1.4230793],[0.01380506],1.5684798e-05
[1.443],[1.4198811],[0.01602138],1.5684798e-05
[1.443],[1.4195251],[0.01626806],1.5684798e-05
[1.443],[1.4201213],[0.01585492],1.5684798e-05
[0.855],[0.8473922],[0.00889803],1.5684798e-05
[1.443],[1.4236072],[0.01343917],1.5684798e-05
[1.443],[1.4232533],[0.01368445],1.5684798e-05
[0.855],[0.84979475],[0.00608804],1.5684798e-05
[1.443],[1.4198537],[0.01604038],1.5684798e-05
[1.443],[1.4188317],[0.01674862],1.5684798e-05
[1.443],[1.4190854],[0.01657282],1.5684798e-05
[0.855],[0.84988326],[0.00598452],1.5684798e-05
[1.443],[1.4221957],[0.01441738],1.5684798e-05
[0.855],[0.8490704],[0.00693519],1.5684798e-05
[1.443],[1.4189668],[0.01665502],1.5684798e-05
[1.443],[1.4227142],[0.01405802],1.5684798e-05
[1.443],[1.4203353],[0.01570663],1.5684798e-05
[0.855],[0.84701425],[0.00934008],1.5684798e-05
[1.443],[1.4187124],[0.01683131],1.5684798e-05
[0.855],[0.84619915],[0.01029341],1.5684798e-05
[0.855],[0.8449834],[0.01171535],1.5684798e-05
[1.443],[1.4209042],[0.0153124],1.5684798e-05
[0.855],[0.84889585],[0.00713938],1.5684798e-05
[0.855],[0.8443255],[0.01248484],1.5684798e-05
[1.443],[1.4227846],[0.01400928],1.5684798e-05
[1.443],[1.4212788],[0.01505275],1.5684798e-05
[1.443],[1.4224409],[0.01424745],1.5684798e-05
[0.855],[0.8488384],[0.00720658],1.5684798e-05
[0.855],[0.848658],[0.00741754],1.5684798e-05
[1.443],[1.4195669],[0.01623915],1.5684798e-05
[0.855],[0.8453076],[0.01133618],1.5684798e-05
[1.443],[1.4220825],[0.01449578],1.5684798e-05
[0.855],[0.8490495],[0.00695966],1.5684798e-05
[0.855],[0.8478886],[0.00831746],1.5684798e-05
[1.443],[1.4196324],[0.01619371],1.5684798e-05
[1.443],[1.4219971],[0.01455502],1.5684798e-05
[0.855],[0.84538895],[0.01124102],1.5684798e-05
[1.443],[1.4221226],[0.01446803],1.5684798e-05
[0.855],[0.8499676],[0.00588587],1.5684798e-05
[0.855],[0.8471779],[0.00914865],1.5684798e-05
[0.855],[0.84966624],[0.00623834],1.5684798e-05
[0.855],[0.8469653],[0.00939732],1.5684798e-05
[1.443],[1.4201612],[0.01582724],1.5684798e-05
[1.443],[1.4200596],[0.01589771],1.5684798e-05
[0.855],[0.8489737],[0.00704834],1.5684798e-05
[1.443],[1.4192822],[0.01643643],1.5684798e-05
[1.443],[1.4206103],[0.01551604],1.5684798e-05
[1.443],[1.419832],[0.01605542],1.5684798e-05
[0.855],[0.8476939],[0.00854514],1.5684798e-05
[1.443],[1.4224063],[0.01427141],1.5684798e-05
[1.443],[1.4197755],[0.01609458],1.5684798e-05
[0.855],[0.8478077],[0.00841206],1.5684798e-05
[1.443],[1.4200194],[0.01592555],1.5684798e-05
[0.855],[0.84584934],[0.01070255],1.5684798e-05
[0.855],[0.8467929],[0.009599],1.5684798e-05
[1.443],[1.4218488],[0.01465779],1.5684798e-05
[1.443],[1.4203982],[0.01566301],1.5684798e-05
[0.855],[0.8457907],[0.01077115],1.5684798e-05
[1.443],[1.4193101],[0.01641709],1.5684798e-05
[1.443],[1.4192832],[0.01643576],1.5684798e-05
[0.855],[0.8504961],[0.00526773],1.5684798e-05
[0.855],[0.8455456],[0.01105781],1.5684798e-05
[0.855],[0.849296],[0.0066714],1.5684798e-05
[0.855],[0.84905195],[0.0069568],1.5684798e-05
[0.855],[0.84732246],[0.0089796],1.5684798e-05
[1.443],[1.4210542],[0.0152084],1.5684798e-05
[1.443],[1.4205921],[0.01552868],1.5684798e-05
[0.855],[0.8442072],[0.01262315],1.5684798e-05
[1.443],[1.422678],[0.01408314],1.5684798e-05
[1.443],[1.4205381],[0.01556611],1.5684798e-05
[1.443],[1.4194083],[0.01634902],1.5684798e-05
[0.855],[0.8481361],[0.00802794],1.5684798e-05
[0.855],[0.84663534],[0.00978325],1.5684798e-05
[1.443],[1.4224555],[0.01423729],1.5684798e-05
[1.443],[1.4248172],[0.01260066],1.5684798e-05
[0.855],[0.8495626],[0.00635957],1.5684798e-05
[1.443],[1.4192336],[0.01647013],1.5684798e-05
[1.443],[1.4195726],[0.01623518],1.5684798e-05
[0.855],[0.8503987],[0.00538164],1.5684798e-05
[0.855],[0.8477095],[0.00852695],1.5684798e-05
[0.855],[0.8461129],[0.01039428],1.5684798e-05
[0.855],[0.84594536],[0.01059025],1.5684798e-05
[0.855],[0.84481543],[0.0119118],1.5684798e-05
[1.443],[1.4204342],[0.01563806],1.5684798e-05
[0.855],[0.8467726],[0.0096227],1.5684798e-05
[0.855],[0.8483582],[0.00776819],1.5684798e-05
[1.443],[1.4227748],[0.01401606],1.5684798e-05
[0.855],[0.8463971],[0.01006189],1.5684798e-05
[0.855],[0.8422659],[0.0148937],1.5684798e-05
[1.443],[1.420393],[0.01566665],1.5684798e-05
[0.855],[0.84651595],[0.00992288],1.5684798e-05
[1.443],[1.4214976],[0.01490116],1.5684798e-05
[1.443],[1.4199376],[0.01598222],1.5684798e-05
[1.443],[1.421036],[0.01522104],1.5684798e-05
[0.855],[0.8510551],[0.00461396],1.5684798e-05
[1.443],[1.4212708],[0.01505829],1.5684798e-05
[0.855],[0.8467298],[0.00967275],1.5684798e-05
[0.855],[0.8494378],[0.00650555],1.5684798e-05
[1.443],[1.4185572],[0.01693887],1.5684798e-05
[0.855],[0.8484805],[0.00762514],1.5684798e-05
[1.443],[1.4164572],[0.01839417],1.5684798e-05
[0.855],[0.84927356],[0.00669761],1.5684798e-05
[1.443],[1.4204257],[0.01564401],1.5684798e-05
[0.855],[0.8467801],[0.00961392],1.5684798e-05
[0.855],[0.8441977],[0.0126343],1.5684798e-05
[1.443],[1.420906],[0.01531117],1.5684798e-05
[0.855],[0.84985524],[0.00601728],1.5684798e-05
[0.855],[0.84811085],[0.0080575],1.5684798e-05
[1.443],[1.4209781],[0.01526119],1.5684798e-05
[1.443],[1.4187403],[0.01681198],1.5684798e-05
[0.855],[0.8492214],[0.00675861],1.5684798e-05
[0.855],[0.8459622],[0.01057052],1.5684798e-05
[1.443],[1.4204868],[0.01560163],1.5684798e-05
[0.855],[0.8447469],[0.01199197],1.5684798e-05
[1.443],[1.4230173],[0.01384802],1.5684798e-05
[1.443],[1.4228027],[0.01399672],1.5684798e-05
[1.443],[1.4185061],[0.01697423],1.5684798e-05
[0.855],[0.85287267],[0.00248813],1.5684798e-05
[0.855],[0.8462658],[0.01021547],1.5684798e-05
[0.855],[0.8468819],[0.00949485],1.5684798e-05
[0.855],[0.8442089],[0.0126212],1.5684798e-05
[1.443],[1.4187169],[0.01682817],1.5684798e-05
[1.443],[1.4216411],[0.0148017],1.5684798e-05
[0.855],[0.84701514],[0.00933904],1.5684798e-05
[1.443],[1.4234953],[0.01351675],1.5684798e-05
[0.855],[0.84675807],[0.00963971],1.5684798e-05
[0.855],[0.84491473],[0.01179565],1.5684798e-05
[0.855],[0.8459706],[0.01056076],1.5684798e-05
[1.443],[1.421367],[0.01499162],1.5684798e-05
[1.443],[1.421479],[0.01491405],1.5684798e-05
[1.443],[1.4221218],[0.0144686],1.5684798e-05
[1.443],[1.4207697],[0.01540559],1.5684798e-05
[1.443],[1.4252007],[0.0123349],1.5684798e-05
[1.443],[1.4210458],[0.01521426],1.5684798e-05
[1.443],[1.4184548],[0.01700984],1.5684798e-05
[0.855],[0.84719723],[0.00912606],1.5684798e-05
[0.855],[0.8538106],[0.00139112],1.5684798e-05
[1.443],[1.4201338],[0.01584624],1.5684798e-05
[0.855],[0.84310377],[0.01391375],1.5684798e-05
[0.855],[0.85175973],[0.00378981],1.5684798e-05
[0.855],[0.84688115],[0.00949575],1.5684798e-05
[0.855],[0.8485214],[0.00757732],1.5684798e-05
[0.855],[0.8489724],[0.00704987],1.5684798e-05
[1.443],[1.422866],[0.01395286],1.5684798e-05
[0.855],[0.8499608],[0.00589382],1.5684798e-05
[0.855],[0.8487777],[0.00727755],1.5684798e-05
[0.855],[0.847071],[0.00927372],1.5684798e-05
[0.855],[0.84959406],[0.00632276],1.5684798e-05
[0.855],[0.8448857],[0.0118296],1.5684798e-05
[0.855],[0.8474498],[0.00883069],1.5684798e-05
[1.443],[1.4205186],[0.01557957],1.5684798e-05
[0.855],[0.84511405],[0.01156253],1.5684798e-05
[0.855],[0.8483205],[0.00781232],1.5684798e-05
[1.443],[1.4196455],[0.01618462],1.5684798e-05
[1.443],[1.4211123],[0.01516816],1.5684798e-05
[0.855],[0.8483185],[0.00781462],1.5684798e-05
[0.855],[0.8498751],[0.00599407],1.5684798e-05
[1.443],[1.4219123],[0.01461375],1.5684798e-05
[1.443],[1.42151],[0.01489257],1.5684798e-05
[0.855],[0.84600013],[0.01052618],1.5684798e-05
[1.443],[1.4209582],[0.01527498],1.5684798e-05
[1.443],[1.4201891],[0.01580791],1.5684798e-05
[0.855],[0.851678],[0.00388539],1.5684798e-05
[0.855],[0.8457271],[0.01084554],1.5684798e-05
[1.443],[1.419563],[0.01624179],1.5684798e-05
[1.443],[1.4203329],[0.01570828],1.5684798e-05
[0.855],[0.8473007],[0.00900504],1.5684798e-05
[0.855],[0.8463289],[0.01014164],1.5684798e-05
[1.443],[1.4202342],[0.01577668],1.5684798e-05
[1.443],[1.4212682],[0.01506011],1.5684798e-05
[0.855],[0.85095143],[0.00473519],1.5684798e-05
[1.443],[1.4235697],[0.0134652],1.5684798e-05
[1.443],[1.4215],[0.01489951],1.5684798e-05
[1.443],[1.4185097],[0.01697175],1.5684798e-05
[0.855],[0.8467844],[0.0096089],1.5684798e-05
[1.443],[1.4180177],[0.01731269],1.5684798e-05
[1.443],[1.4247737],[0.01263082],1.5684798e-05
[1.443],[1.421342],[0.01500897],1.5684798e-05
[0.855],[0.8444061],[0.01239052],1.5684798e-05
[1.443],[1.421835],[0.01466737],1.5684798e-05
[1.443],[1.4178696],[0.01741538],1.5684798e-05
[1.443],[1.4174356],[0.01771609],1.5684798e-05
[0.855],[0.847807],[0.0084129],1.5684798e-05
[1.443],[1.420351],[0.01569572],1.5684798e-05
[1.443],[1.4189377],[0.01667517],1.5684798e-05
[0.855],[0.8455637],[0.01103662],1.5684798e-05
[1.443],[1.4252338],[0.01231193],1.5684798e-05
[1.443],[1.4202994],[0.0157315],1.5684798e-05
[0.855],[0.85090846],[0.00478545],1.5684798e-05
[0.855],[0.8491658],[0.00682365],1.5684798e-05
[1.443],[1.4209073],[0.01531026],1.5684798e-05
[0.855],[0.8478367],[0.00837818],1.5684798e-05
[0.855],[0.8498058],[0.00607514],1.5684798e-05
[0.855],[0.84899235],[0.00702652],1.5684798e-05
[0.855],[0.8476403],[0.00860789],1.5684798e-05
[0.855],[0.8466125],[0.00980995],1.5684798e-05
[1.443],[1.4216902],[0.01476766],1.5684798e-05
[0.855],[0.84841156],[0.0077058],1.5684798e-05
[1.443],[1.4204879],[0.01560089],1.5684798e-05
[1.443],[1.4176826],[0.01754491],1.5684798e-05
[1.443],[1.4219458],[0.01459054],1.5684798e-05
[0.855],[0.8483202],[0.00781267],1.5684798e-05
[0.855],[0.8461153],[0.01039149],1.5684798e-05
[1.443],[1.4225767],[0.01415336],1.5684798e-05
[0.855],[0.84673995],[0.0096609],1.5684798e-05
[1.443],[1.4230882],[0.01379887],1.5684798e-05
[1.443],[1.4235948],[0.01344777],1.5684798e-05
[1.443],[1.4203067],[0.01572646],1.5684798e-05
[1.443],[1.420198],[0.0158018],1.5684798e-05
[1.443],[1.4205008],[0.01559196],1.5684798e-05
[1.443],[1.4237323],[0.01335252],1.5684798e-05
[1.443],[1.4172688],[0.01783174],1.5684798e-05
[1.443],[1.4195561],[0.01624658],1.5684798e-05
[0.855],[0.85217434],[0.00330489],1.5684798e-05
[1.443],[1.4216965],[0.01476328],1.5684798e-05
[0.855],[0.8487794],[0.0072756],1.5684798e-05
[1.443],[1.4189353],[0.01667683],1.5684798e-05
[0.855],[0.84513825],[0.01153423],1.5684798e-05
[0.855],[0.84640706],[0.01005025],1.5684798e-05
[0.855],[0.8467486],[0.00965079],1.5684798e-05
[0.855],[0.84642404],[0.01003038],1.5684798e-05
[1.443],[1.4187003],[0.01683966],1.5684798e-05
[1.443],[1.4206221],[0.01550786],1.5684798e-05
[1.443],[1.422336],[0.01432015],1.5684798e-05
[1.443],[1.4210509],[0.01521071],1.5684798e-05
[0.855],[0.84475094],[0.01198723],1.5684798e-05
[0.855],[0.85141927],[0.00418801],1.5684798e-05
[1.443],[1.4202602],[0.01575867],1.5684798e-05
[1.443],[1.4233902],[0.01358961],1.5684798e-05
[0.855],[0.846696],[0.00971228],1.5684798e-05
[1.443],[1.419948],[0.01597504],1.5684798e-05
[0.855],[0.84263176],[0.0144658],1.5684798e-05
[1.443],[1.4189754],[0.01664907],1.5684798e-05
[1.443],[1.4208457],[0.01535288],1.5684798e-05
[1.443],[1.4219823],[0.01456526],1.5684798e-05
[1.443],[1.419636],[0.01619123],1.5684798e-05
[1.443],[1.4224839],[0.01421763],1.5684798e-05
[1.443],[1.4200565],[0.01589986],1.5684798e-05
[0.855],[0.84797263],[0.00821917],1.5684798e-05
[0.855],[0.8479073],[0.00829557],1.5684798e-05
[1.443],[1.4198773],[0.01602403],1.5684798e-05
[0.855],[0.847742],[0.00848889],1.5684798e-05
[1.443],[1.4209033],[0.01531298],1.5684798e-05
[0.855],[0.8483042],[0.00783135],1.5684798e-05
[0.855],[0.8493112],[0.00665362],1.5684798e-05
[1.443],[1.4192287],[0.01647352],1.5684798e-05
[1.443],[1.42097],[0.0152668],1.5684798e-05
[1.443],[1.4201963],[0.01580296],1.5684798e-05
[1.443],[1.4193057],[0.01642015],1.5684798e-05
[1.443],[1.420394],[0.01566598],1.5684798e-05
[0.855],[0.8475986],[0.00865662],1.5684798e-05
[0.855],[0.8474571],[0.00882211],1.5684798e-05
[0.855],[0.8457863],[0.01077631],1.5684798e-05
[1.443],[1.4228678],[0.01395162],1.5684798e-05
[1.443],[1.4225442],[0.01417583],1.5684798e-05
[0.855],[0.8482347],[0.00791264],1.5684798e-05
[0.855],[0.8466939],[0.00971479],1.5684798e-05
[1.443],[1.4196212],[0.01620148],1.5684798e-05
[1.443],[1.4174094],[0.01773426],1.5684798e-05
[0.855],[0.8448572],[0.01186293],1.5684798e-05
[1.443],[1.4203608],[0.01568895],1.5684798e-05
[0.855],[0.8456844],[0.01089545],1.5684798e-05
[0.855],[0.850891],[0.00480588],1.5684798e-05
[1.443],[1.4191692],[0.01651474],1.5684798e-05
[0.855],[0.84893864],[0.00708933],1.5684798e-05
[1.443],[1.4206078],[0.01551778],1.5684798e-05
[0.855],[0.8456189],[0.01097206],1.5684798e-05
[1.443],[1.4208407],[0.01535635],1.5684798e-05
[0.855],[0.84799],[0.00819888],1.5684798e-05
[0.855],[0.8500199],[0.00582473],1.5684798e-05
[1.443],[1.4203031],[0.01572894],1.5684798e-05
[0.855],[0.8505731],[0.00517766],1.5684798e-05
[1.443],[1.4194568],[0.0163154],1.5684798e-05
[1.443],[1.4178276],[0.01744446],1.5684798e-05
[1.443],[1.4207003],[0.01545367],1.5684798e-05
[0.855],[0.8484729],[0.00763407],1.5684798e-05
[0.855],[0.84755427],[0.00870848],1.5684798e-05
[1.443],[1.4196936],[0.01615133],1.5684798e-05
[0.855],[0.8444056],[0.01239114],1.5684798e-05
[1.443],[1.4213908],[0.01497518],1.5684798e-05
[0.855],[0.8495554],[0.00636801],1.5684798e-05
[0.855],[0.84944904],[0.00649237],1.5684798e-05
[0.855],[0.8423001],[0.01485369],1.5684798e-05
[0.855],[0.8427223],[0.01435991],1.5684798e-05
[1.443],[1.4228024],[0.01399689],1.5684798e-05
[1.443],[1.4196995],[0.0161472],1.5684798e-05
[1.443],[1.4204032],[0.01565954],1.5684798e-05
[0.855],[0.846178],[0.01031816],1.5684798e-05
[1.443],[1.4227564],[0.01402878],1.5684798e-05
[0.855],[0.85145193],[0.00414981],1.5684798e-05
[1.443],[1.4198959],[0.01601114],1.5684798e-05
[0.855],[0.85008234],[0.00575167],1.5684798e-05
[1.443],[1.4213533],[0.01500112],1.5684798e-05
[0.855],[0.84998554],[0.00586489],1.5684798e-05
[1.443],[1.4210417],[0.01521707],1.5684798e-05
[0.855],[0.84641534],[0.01004056],1.5684798e-05
[0.855],[0.84814656],[0.00801574],1.5684798e-05
[0.855],[0.84649116],[0.00995188],1.5684798e-05
[1.443],[1.418298],[0.01711847],1.5684798e-05
[1.443],[1.420586],[0.0155329],1.5684798e-05
[0.855],[0.8476773],[0.0085646],1.5684798e-05
[1.443],[1.4241989],[0.01302917],1.5684798e-05
[0.855],[0.8491486],[0.0068438],1.5684798e-05
[1.443],[1.4241898],[0.01303545],1.5684798e-05
[1.443],[1.4222575],[0.01437451],1.5684798e-05
[1.443],[1.4211998],[0.01510753],1.5684798e-05
[0.855],[0.8465017],[0.00993954],1.5684798e-05
[1.443],[1.4198554],[0.01603923],1.5684798e-05
[1.443],[1.4200399],[0.01591134],1.5684798e-05
[1.443],[1.4203293],[0.01571076],1.5684798e-05
[1.443],[1.4210703],[0.01519724],1.5684798e-05
[0.855],[0.84804446],[0.00813516],1.5684798e-05
[0.855],[0.8496117],[0.00630213],1.5684798e-05
[1.443],[1.4209924],[0.01525127],1.5684798e-05
[1.443],[1.4225975],[0.0141389],1.5684798e-05
[0.855],[0.8461078],[0.01040028],1.5684798e-05
[1.443],[1.419575],[0.01623353],1.5684798e-05
[0.855],[0.84878224],[0.00727225],1.5684798e-05
[1.443],[1.4205195],[0.01557899],1.5684798e-05
[0.855],[0.8469395],[0.0094275],1.5684798e-05
[1.443],[1.4207833],[0.01539617],1.5684798e-05
[0.855],[0.84761304],[0.00863975],1.5684798e-05
[0.855],[0.8483234],[0.00780891],1.5684798e-05
[0.855],[0.85263044],[0.00277144],1.5684798e-05
[0.855],[0.8435789],[0.01335806],1.5684798e-05
[0.855],[0.85037285],[0.00541189],1.5684798e-05
[0.855],[0.8479102],[0.00829216],1.5684798e-05
[0.855],[0.84737617],[0.00891679],1.5684798e-05
[0.855],[0.85112876],[0.00452779],1.5684798e-05
[0.855],[0.8456382],[0.01094948],1.5684798e-05
[1.443],[1.4223442],[0.01431445],1.5684798e-05
[1.443],[1.4194925],[0.0162907],1.5684798e-05
[0.855],[0.84764415],[0.00860335],1.5684798e-05
[0.855],[0.8509188],[0.00477332],1.5684798e-05
[1.443],[1.4212779],[0.01505342],1.5684798e-05
[0.855],[0.8463635],[0.01010121],1.5684798e-05
[1.443],[1.4202166],[0.01578891],1.5684798e-05
[1.443],[1.4180118],[0.01731682],1.5684798e-05
[1.443],[1.4214863],[0.01490901],1.5684798e-05
[1.443],[1.422786],[0.01400829],1.5684798e-05
[0.855],[0.8476214],[0.00862999],1.5684798e-05
[1.443],[1.4207369],[0.01542831],1.5684798e-05
[0.855],[0.84492826],[0.01177983],1.5684798e-05
[1.443],[1.4223393],[0.01431784],1.5684798e-05
[0.855],[0.8477194],[0.00851538],1.5684798e-05
[0.855],[0.8468188],[0.00956867],1.5684798e-05
[0.855],[0.84809816],[0.00807235],1.5684798e-05
[1.443],[1.4193428],[0.01639446],1.5684798e-05
[0.855],[0.84447837],[0.01230602],1.5684798e-05
[1.443],[1.4204289],[0.01564178],1.5684798e-05
[0.855],[0.8456263],[0.01096342],1.5684798e-05
[1.443],[1.4232373],[0.01369552],1.5684798e-05
[0.855],[0.84875053],[0.00730934],1.5684798e-05
[1.443],[1.4249113],[0.01253548],1.5684798e-05
[1.443],[1.4218419],[0.01466258],1.5684798e-05
[1.443],[1.4204761],[0.01560907],1.5684798e-05
[1.443],[1.4202895],[0.01573835],1.5684798e-05
[0.855],[0.8418166],[0.0154192],1.5684798e-05
[1.443],[1.4195932],[0.01622089],1.5684798e-05
[1.443],[1.4213341],[0.01501442],1.5684798e-05
[1.443],[1.4207038],[0.01545128],1.5684798e-05
[1.443],[1.4198111],[0.01606988],1.5684798e-05
[0.855],[0.8471561],[0.00917417],1.5684798e-05
[1.443],[1.4201283],[0.01585004],1.5684798e-05
[1.443],[1.4199529],[0.01597165],1.5684798e-05
[1.443],[1.4224445],[0.01424497],1.5684798e-05
[1.443],[1.4226016],[0.01413609],1.5684798e-05
[0.855],[0.8469729],[0.00938846],1.5684798e-05
[1.443],[1.4204766],[0.01560873],1.5684798e-05
[1.443],[1.4202416],[0.01577156],1.5684798e-05
[1.443],[1.4190216],[0.01661702],1.5684798e-05
[1.443],[1.4194922],[0.01629086],1.5684798e-05
[1.443],[1.4260743],[0.01172952],1.5684798e-05
[0.855],[0.8437843],[0.01311783],1.5684798e-05
[0.855],[0.84758645],[0.00867084],1.5684798e-05
[0.855],[0.8511422],[0.00451204],1.5684798e-05
[0.855],[0.8448222],[0.01190385],1.5684798e-05
[0.855],[0.84868366],[0.00738756],1.5684798e-05
[0.855],[0.84787905],[0.00832862],1.5684798e-05
[0.855],[0.84558684],[0.01100957],1.5684798e-05
[0.855],[0.84640014],[0.01005834],1.5684798e-05
[0.855],[0.84671676],[0.00968802],1.5684798e-05
[1.443],[1.4224131],[0.0142667],1.5684798e-05
[0.855],[0.84700185],[0.00935458],1.5684798e-05
[1.443],[1.418823],[0.01675465],1.5684798e-05
[0.855],[0.8499127],[0.00595008],1.5684798e-05
[0.855],[0.8497306],[0.00616305],1.5684798e-05
[1.443],[1.422978],[0.0138752],1.5684798e-05
[0.855],[0.85207266],[0.00342382],1.5684798e-05
[1.443],[1.4186597],[0.01686783],1.5684798e-05
[1.443],[1.4222445],[0.01438351],1.5684798e-05
[1.443],[1.419105],[0.01655919],1.5684798e-05
[0.855],[0.8452207],[0.01143782],1.5684798e-05
[0.855],[0.8482267],[0.00792198],1.5684798e-05
[0.855],[0.84411365],[0.0127326],1.5684798e-05
[1.443],[1.4211657],[0.01513115],1.5684798e-05
[1.443],[1.4215416],[0.01487068],1.5684798e-05
[0.855],[0.8482725],[0.00786844],1.5684798e-05
[0.855],[0.8487783],[0.00727686],1.5684798e-05
[0.855],[0.8421994],[0.0149715],1.5684798e-05
[0.855],[0.84574795],[0.01082114],1.5684798e-05
[1.443],[1.4197406],[0.01611878],1.5684798e-05
[1.443],[1.4180427],[0.01729543],1.5684798e-05
[1.443],[1.4192982],[0.01642535],1.5684798e-05
[1.443],[1.4191152],[0.01655217],1.5684798e-05
[0.855],[0.84926283],[0.00671016],1.5684798e-05
[1.443],[1.4205327],[0.01556982],1.5684798e-05
[0.855],[0.8448612],[0.01185826],1.5684798e-05
[1.443],[1.4189334],[0.01667815],1.5684798e-05
[1.443],[1.4185634],[0.01693458],1.5684798e-05
[1.443],[1.4190984],[0.01656381],1.5684798e-05
[0.855],[0.8505066],[0.00525546],1.5684798e-05
[1.443],[1.4219363],[0.01459715],1.5684798e-05
[0.855],[0.84526163],[0.01138992],1.5684798e-05
[0.855],[0.8499294],[0.00593056],1.5684798e-05
[1.443],[1.4207299],[0.01543318],1.5684798e-05
[0.855],[0.84787124],[0.00833775],1.5684798e-05
[1.443],[1.4234135],[0.01357342],1.5684798e-05
[0.855],[0.84920335],[0.00677973],1.5684798e-05
[1.443],[1.420176],[0.015817],1.5684798e-05
[0.855],[0.84671456],[0.0096906],1.5684798e-05
[1.443],[1.4224443],[0.01424506],1.5684798e-05
