true_radius,predicted_radius,radius_error,ruler
[1.443],[1.4198492],[0.01604352],1.5684798e-05
[0.855],[0.8456454],[0.01094104],1.5684798e-05
[1.443],[1.4198562],[0.01603865],1.5684798e-05
[1.443],[1.4206023],[0.01552158],1.5684798e-05
[1.443],[1.4203196],[0.01571753],1.5684798e-05
[0.855],[0.8473167],[0.00898636],1.5684798e-05
[1.443],[1.4203448],[0.01570002],1.5684798e-05
[0.855],[0.84702426],[0.00932837],1.5684798e-05
[1.443],[1.4204719],[0.01561196],1.5684798e-05
[0.855],[0.84765726],[0.00858802],1.5684798e-05
[0.855],[0.8493282],[0.00663368],1.5684798e-05
[1.443],[1.4186106],[0.01690186],1.5684798e-05
[1.443],[1.4204264],[0.01564351],1.5684798e-05
[1.443],[1.4223597],[0.01430371],1.5684798e-05
[0.855],[0.8448257],[0.01189981],1.5684798e-05
[1.443],[1.420728],[0.01543451],1.5684798e-05
[0.855],[0.84717596],[0.00915095],1.5684798e-05
[1.443],[1.422711],[0.01406025],1.5684798e-05
[1.443],[1.4220717],[0.0145033],1.5684798e-05
[0.855],[0.8452047],[0.0114565],1.5684798e-05
[1.443],[1.4181631],[0.01721199],1.5684798e-05
[0.855],[0.8466109],[0.00981183],1.5684798e-05
[0.855],[0.8486935],[0.00737606],1.5684798e-05
[1.443],[1.4236879],[0.01338325],1.5684798e-05
[0.855],[0.84496444],[0.01173751],1.5684798e-05
[1.443],[1.4180554],[0.01728659],1.5684798e-05
[0.855],[0.84527594],[0.01137319],1.5684798e-05
[0.855],[0.84553367],[0.01107175],1.5684798e-05
[1.443],[1.4184498],[0.01701331],1.5684798e-05
[0.855],[0.84682983],[0.00955577],1.5684798e-05
[0.855],[0.84767586],[0.00856627],1.5684798e-05
[1.443],[1.420954],[0.01527787],1.5684798e-05
[1.443],[1.4194164],[0.0163434],1.5684798e-05
[1.443],[1.421772],[0.01471099],1.5684798e-05
[1.443],[1.4215887],[0.01483805],1.5684798e-05
[1.443],[1.4245816],[0.0127639],1.5684798e-05
[0.855],[0.84696454],[0.00939822],1.5684798e-05
[0.855],[0.8491201],[0.00687712],1.5684798e-05
[1.443],[1.4238365],[0.01328031],1.5684798e-05
[1.443],[1.4204347],[0.01563773],1.5684798e-05
[0.855],[0.8476381],[0.00861047],1.5684798e-05
[1.443],[1.4212267],[0.01508886],1.5684798e-05
[1.443],[1.4202279],[0.01578106],1.5684798e-05
[0.855],[0.85067475],[0.0050588],1.5684798e-05
[1.443],[1.4234085],[0.01357689],1.5684798e-05
[0.855],[0.8459867],[0.01054187],1.5684798e-05
[0.855],[0.8501826],[0.00563442],1.5684798e-05
[1.443],[1.4224975],[0.01420821],1.5684798e-05
[1.443],[1.423265],[0.01367635],1.5684798e-05
[1.443],[1.4197943],[0.01608152],1.5684798e-05
[1.443],[1.4257147],[0.01197868],1.5684798e-05
[1.443],[1.4227316],[0.01404596],1.5684798e-05
[0.855],[0.8452399],[0.01141537],1.5684798e-05
[0.855],[0.84706044],[0.00928606],1.5684798e-05
[1.443],[1.4206178],[0.01551084],1.5684798e-05
[0.855],[0.84844375],[0.00766815],1.5684798e-05
[1.443],[1.4179293],[0.01737399],1.5684798e-05
[1.443],[1.4205282],[0.01557296],1.5684798e-05
[1.443],[1.4204758],[0.01560923],1.5684798e-05
[1.443],[1.4221466],[0.01445142],1.5684798e-05
[1.443],[1.4234103],[0.01357565],1.5684798e-05
[0.855],[0.84321076],[0.01378861],1.5684798e-05
[1.443],[1.4207138],[0.01544434],1.5684798e-05
[1.443],[1.4237256],[0.01335714],1.5684798e-05
[0.855],[0.8461715],[0.01032575],1.5684798e-05
[0.855],[0.8478986],[0.00830575],1.5684798e-05
[0.855],[0.8511374],[0.00451768],1.5684798e-05
[1.443],[1.4202222],[0.01578503],1.5684798e-05
[0.855],[0.8494218],[0.00652423],1.5684798e-05
[0.855],[0.84397507],[0.01289468],1.5684798e-05
[0.855],[0.8423126],[0.01483912],1.5684798e-05
[0.855],[0.8465392],[0.0098957],1.5684798e-05
[0.855],[0.8426305],[0.01446727],1.5684798e-05
[1.443],[1.4197911],[0.01608375],1.5684798e-05
[0.855],[0.8496704],[0.00623346],1.5684798e-05
[0.855],[0.848234],[0.00791347],1.5684798e-05
[1.443],[1.4250386],[0.01244725],1.5684798e-05
[1.443],[1.4202361],[0.01577536],1.5684798e-05
[1.443],[1.4226601],[0.01409553],1.5684798e-05
[0.855],[0.8489925],[0.00702631],1.5684798e-05
[0.855],[0.84668404],[0.00972629],1.5684798e-05
[0.855],[0.846471],[0.00997545],1.5684798e-05
[1.443],[1.4186497],[0.01687477],1.5684798e-05
[0.855],[0.8505905],[0.0051573],1.5684798e-05
[0.855],[0.8478418],[0.00837219],1.5684798e-05
[0.855],[0.8492927],[0.00667523],1.5684798e-05
[0.855],[0.84993607],[0.00592275],1.5684798e-05
[0.855],[0.8515055],[0.00408714],1.5684798e-05
[0.855],[0.8494068],[0.0065418],1.5684798e-05
[0.855],[0.84587085],[0.01067739],1.5684798e-05
[0.855],[0.84597784],[0.01055225],1.5684798e-05
[0.855],[0.84488237],[0.01183351],1.5684798e-05
[1.443],[1.4212149],[0.01509704],1.5684798e-05
[0.855],[0.84639287],[0.01006684],1.5684798e-05
[1.443],[1.4227638],[0.01402366],1.5684798e-05
[1.443],[1.4175344],[0.01764768],1.5684798e-05
[1.443],[1.4201252],[0.01585219],1.5684798e-05
[1.443],[1.4205953],[0.01552645],1.5684798e-05
[1.443],[1.4233396],[0.01362464],1.5684798e-05
[0.855],[0.8472627],[0.00904952],1.5684798e-05
[1.443],[1.4212415],[0.01507861],1.5684798e-05
[1.443],[1.4199995],[0.01593935],1.5684798e-05
[0.855],[0.84787065],[0.00833845],1.5684798e-05
[1.443],[1.4227471],[0.01403522],1.5684798e-05
[1.443],[1.4195383],[0.01625897],1.5684798e-05
[0.855],[0.8489114],[0.00712119],1.5684798e-05
[0.855],[0.84673244],[0.00966969],1.5684798e-05
[0.855],[0.85128754],[0.00434208],1.5684798e-05
[1.443],[1.4227726],[0.01401754],1.5684798e-05
[1.443],[1.4204795],[0.01560667],1.5684798e-05
[1.443],[1.4215878],[0.01483862],1.5684798e-05
[1.443],[1.4210188],[0.01523293],1.5684798e-05
[0.855],[0.8461486],[0.01035252],1.5684798e-05
[1.443],[1.4224024],[0.01427414],1.5684798e-05
[1.443],[1.4237764],[0.01332195],1.5684798e-05
[0.855],[0.85029215],[0.00550628],1.5684798e-05
[1.443],[1.4213603],[0.01499633],1.5684798e-05
[0.855],[0.8480577],[0.00811969],1.5684798e-05
[0.855],[0.8451951],[0.01146772],1.5684798e-05
[0.855],[0.8473967],[0.0088928],1.5684798e-05
[0.855],[0.8481551],[0.00800577],1.5684798e-05
[0.855],[0.8476516],[0.00859464],1.5684798e-05
[0.855],[0.8465785],[0.00984975],1.5684798e-05
[1.443],[1.4217194],[0.01474742],1.5684798e-05
[1.443],[1.4209242],[0.01529853],1.5684798e-05
[1.443],[1.423662],[0.01340126],1.5684798e-05
[0.855],[0.8471223],[0.00921369],1.5684798e-05
[0.855],[0.8470785],[0.00926493],1.5684798e-05
[0.855],[0.8471164],[0.00922059],1.5684798e-05
[0.855],[0.8447947],[0.01193606],1.5684798e-05
[1.443],[1.4196632],[0.0161724],1.5684798e-05
[0.855],[0.84893304],[0.00709588],1.5684798e-05
[1.443],[1.4194256],[0.01633704],1.5684798e-05
[1.443],[1.4189882],[0.01664015],1.5684798e-05
[0.855],[0.84781057],[0.00840872],1.5684798e-05
[0.855],[0.84957665],[0.00634312],1.5684798e-05
[0.855],[0.84702957],[0.00932217],1.5684798e-05
[1.443],[1.4185097],[0.01697175],1.5684798e-05
[0.855],[0.8481704],[0.00798786],1.5684798e-05
[0.855],[0.8506424],[0.00509665],1.5684798e-05
[0.855],[0.8475478],[0.00871601],1.5684798e-05
[0.855],[0.8503223],[0.00547101],1.5684798e-05
[0.855],[0.8497571],[0.0061321],1.5684798e-05
[1.443],[1.4213243],[0.01502128],1.5684798e-05
[1.443],[1.4198419],[0.01604856],1.5684798e-05
[0.855],[0.84877527],[0.00728041],1.5684798e-05
[0.855],[0.84906954],[0.00693624],1.5684798e-05
[1.443],[1.4214406],[0.01494065],1.5684798e-05
[1.443],[1.420677],[0.01546986],1.5684798e-05
[0.855],[0.8467253],[0.00967805],1.5684798e-05
[1.443],[1.4225857],[0.01414708],1.5684798e-05
[0.855],[0.8476273],[0.00862308],1.5684798e-05
[0.855],[0.84905165],[0.00695715],1.5684798e-05
[0.855],[0.84569645],[0.01088137],1.5684798e-05
[1.443],[1.4218066],[0.01468703],1.5684798e-05
[1.443],[1.4218853],[0.01463251],1.5684798e-05
[0.855],[0.84601694],[0.01050652],1.5684798e-05
[1.443],[1.4195216],[0.01627054],1.5684798e-05
[0.855],[0.85036176],[0.00542486],1.5684798e-05
[1.443],[1.4228511],[0.01396318],1.5684798e-05
[0.855],[0.8439361],[0.01294027],1.5684798e-05
[0.855],[0.8440894],[0.01276097],1.5684798e-05
[1.443],[1.4218363],[0.01466646],1.5684798e-05
[1.443],[1.4204483],[0.01562831],1.5684798e-05
[1.443],[1.4209914],[0.01525193],1.5684798e-05
[0.855],[0.8456113],[0.01098099],1.5684798e-05
[1.443],[1.4224885],[0.01421449],1.5684798e-05
[0.855],[0.8441408],[0.01270081],1.5684798e-05
[0.855],[0.8461353],[0.01036807],1.5684798e-05
[1.443],[1.4206651],[0.01547804],1.5684798e-05
[0.855],[0.85169387],[0.00386684],1.5684798e-05
[0.855],[0.8452063],[0.01145462],1.5684798e-05
[0.855],[0.8434436],[0.01351631],1.5684798e-05
[1.443],[1.4249028],[0.01254135],1.5684798e-05
[1.443],[1.4227257],[0.01405009],1.5684798e-05
[0.855],[0.84710056],[0.00923914],1.5684798e-05
[1.443],[1.4191754],[0.01651045],1.5684798e-05
[0.855],[0.84274775],[0.01433014],1.5684798e-05
[0.855],[0.84790486],[0.00829843],1.5684798e-05
[0.855],[0.84763366],[0.00861563],1.5684798e-05
[0.855],[0.8470356],[0.00931513],1.5684798e-05
[1.443],[1.4216759],[0.01477757],1.5684798e-05
[1.443],[1.4189651],[0.01665617],1.5684798e-05
[0.855],[0.8481607],[0.00799922],1.5684798e-05
[1.443],[1.4233961],[0.01358548],1.5684798e-05
[1.443],[1.4179599],[0.01735276],1.5684798e-05
[1.443],[1.4222448],[0.01438335],1.5684798e-05
[0.855],[0.8438057],[0.0130928],1.5684798e-05
[1.443],[1.4210424],[0.01521658],1.5684798e-05
[0.855],[0.8469917],[0.00936643],1.5684798e-05
[0.855],[0.8473702],[0.00892376],1.5684798e-05
[1.443],[1.4235065],[0.01350898],1.5684798e-05
[0.855],[0.8463213],[0.01015057],1.5684798e-05
[0.855],[0.8483711],[0.00775314],1.5684798e-05
[0.855],[0.8471723],[0.0091552],1.5684798e-05
[0.855],[0.84265715],[0.01443611],1.5684798e-05
[1.443],[1.4223478],[0.01431197],1.5684798e-05
[1.443],[1.4214048],[0.01496543],1.5684798e-05
[0.855],[0.85074025],[0.00498218],1.5684798e-05
[1.443],[1.4192461],[0.01646146],1.5684798e-05
[0.855],[0.8481396],[0.0080239],1.5684798e-05
[1.443],[1.4221296],[0.01446315],1.5684798e-05
[1.443],[1.4198203],[0.01606352],1.5684798e-05
[0.855],[0.84870845],[0.00735856],1.5684798e-05
[0.855],[0.8445646],[0.01220515],1.5684798e-05
[1.443],[1.4204926],[0.01559758],1.5684798e-05
[0.855],[0.8482325],[0.00791522],1.5684798e-05
[0.855],[0.8470539],[0.00929372],1.5684798e-05
[0.855],[0.84575355],[0.01081458],1.5684798e-05
[1.443],[1.4184452],[0.01701644],1.5684798e-05
[0.855],[0.8509795],[0.00470235],1.5684798e-05
[1.443],[1.4217511],[0.01472545],1.5684798e-05
[0.855],[0.8488161],[0.00723266],1.5684798e-05
[1.443],[1.4201987],[0.0158013],1.5684798e-05
[1.443],[1.4230156],[0.01384918],1.5684798e-05
[0.855],[0.8469201],[0.00945023],1.5684798e-05
[1.443],[1.4195931],[0.01622097],1.5684798e-05
[1.443],[1.4212804],[0.01505168],1.5684798e-05
[0.855],[0.84783447],[0.00838076],1.5684798e-05
[0.855],[0.8478436],[0.00837009],1.5684798e-05
[0.855],[0.84823614],[0.00791097],1.5684798e-05
[0.855],[0.8483129],[0.00782118],1.5684798e-05
[0.855],[0.8465468],[0.00988677],1.5684798e-05
[0.855],[0.84911495],[0.00688312],1.5684798e-05
[0.855],[0.8468933],[0.00948153],1.5684798e-05
[1.443],[1.4210815],[0.01518948],1.5684798e-05
[0.855],[0.8471101],[0.00922798],1.5684798e-05
[0.855],[0.8474044],[0.00888374],1.5684798e-05
[1.443],[1.4231825],[0.01373352],1.5684798e-05
[1.443],[1.4218255],[0.0146739],1.5684798e-05
[1.443],[1.4200747],[0.01588722],1.5684798e-05
[0.855],[0.8477073],[0.00852953],1.5684798e-05
[0.855],[0.8517054],[0.00385339],1.5684798e-05
[0.855],[0.85119504],[0.00445027],1.5684798e-05
[1.443],[1.4207667],[0.01540766],1.5684798e-05
[0.855],[0.84730446],[0.00900065],1.5684798e-05
[0.855],[0.8484431],[0.00766892],1.5684798e-05
[0.855],[0.84532577],[0.01131491],1.5684798e-05
[0.855],[0.84571344],[0.0108615],1.5684798e-05
[1.443],[1.4244716],[0.01284015],1.5684798e-05
[0.855],[0.84542906],[0.0111941],1.5684798e-05
[1.443],[1.422369],[0.01429727],1.5684798e-05
[1.443],[1.4244416],[0.01286097],1.5684798e-05
[1.443],[1.4218259],[0.01467365],1.5684798e-05
[1.443],[1.4233811],[0.01359589],1.5684798e-05
[0.855],[0.8446738],[0.01207743],1.5684798e-05
[0.855],[0.8498589],[0.00601303],1.5684798e-05
[0.855],[0.84785694],[0.00835448],1.5684798e-05
[0.855],[0.84440035],[0.01239728],1.5684798e-05
[0.855],[0.84626895],[0.01021177],1.5684798e-05
[0.855],[0.8473097],[0.00899452],1.5684798e-05
[0.855],[0.8514947],[0.00409975],1.5684798e-05
[0.855],[0.84689057],[0.00948474],1.5684798e-05
[1.443],[1.4215391],[0.01487241],1.5684798e-05
[0.855],[0.8482787],[0.00786119],1.5684798e-05
[0.855],[0.84646565],[0.00998172],1.5684798e-05
[0.855],[0.84600514],[0.01052032],1.5684798e-05
[1.443],[1.4203814],[0.01567466],1.5684798e-05
[0.855],[0.8481581],[0.00800222],1.5684798e-05
[1.443],[1.4244477],[0.01285676],1.5684798e-05
[1.443],[1.4193811],[0.01636786],1.5684798e-05
[0.855],[0.84441555],[0.0123795],1.5684798e-05
[0.855],[0.85095423],[0.00473191],1.5684798e-05
[0.855],[0.8461014],[0.01040774],1.5684798e-05
[1.443],[1.4190757],[0.01657951],1.5684798e-05
[0.855],[0.84669524],[0.00971319],1.5684798e-05
[0.855],[0.84987813],[0.00599051],1.5684798e-05
[0.855],[0.8471735],[0.00915381],1.5684798e-05
[0.855],[0.8490624],[0.0069446],1.5684798e-05
[1.443],[1.4200208],[0.01592456],1.5684798e-05
[1.443],[1.4195665],[0.0162394],1.5684798e-05
[1.443],[1.4197681],[0.0160997],1.5684798e-05
[0.855],[0.85092455],[0.00476663],1.5684798e-05
[0.855],[0.85244983],[0.00298267],1.5684798e-05
[0.855],[0.8465901],[0.00983616],1.5684798e-05
[0.855],[0.85026747],[0.00553515],1.5684798e-05
[0.855],[0.8531378],[0.00217804],1.5684798e-05
[1.443],[1.4220448],[0.01452197],1.5684798e-05
[0.855],[0.84540385],[0.01122359],1.5684798e-05
[1.443],[1.4206215],[0.01550828],1.5684798e-05
[1.443],[1.4187299],[0.01681917],1.5684798e-05
[1.443],[1.4196885],[0.01615488],1.5684798e-05
[0.855],[0.84743863],[0.00884373],1.5684798e-05
[0.855],[0.84621584],[0.01027389],1.5684798e-05
[1.443],[1.4197694],[0.01609879],1.5684798e-05
[1.443],[1.419575],[0.01623353],1.5684798e-05
[1.443],[1.4196061],[0.01621197],1.5684798e-05
[0.855],[0.84884995],[0.00719306],1.5684798e-05
[1.443],[1.4203339],[0.01570762],1.5684798e-05
[1.443],[1.4185262],[0.01696035],1.5684798e-05
[0.855],[0.84885186],[0.00719083],1.5684798e-05
[0.855],[0.84657866],[0.00984955],1.5684798e-05
[0.855],[0.8499325],[0.00592693],1.5684798e-05
[0.855],[0.8488456],[0.00719815],1.5684798e-05
[1.443],[1.4211059],[0.01517262],1.5684798e-05
[0.855],[0.84787804],[0.0083298],1.5684798e-05
[1.443],[1.4227008],[0.01406736],1.5684798e-05
[1.443],[1.4187229],[0.01682404],1.5684798e-05
[1.443],[1.4187076],[0.01683462],1.5684798e-05
[0.855],[0.85072047],[0.00500533],1.5684798e-05
[1.443],[1.4203645],[0.01568639],1.5684798e-05
[0.855],[0.84642905],[0.01002453],1.5684798e-05
[0.855],[0.84465665],[0.01209751],1.5684798e-05
[1.443],[1.4197562],[0.01610796],1.5684798e-05
[0.855],[0.8482372],[0.00790971],1.5684798e-05
[1.443],[1.4219134],[0.01461301],1.5684798e-05
[1.443],[1.4227002],[0.01406777],1.5684798e-05
[1.443],[1.4247041],[0.01267906],1.5684798e-05
[0.855],[0.8466597],[0.00975474],1.5684798e-05
[0.855],[0.84826964],[0.00787179],1.5684798e-05
[0.855],[0.84774],[0.00849126],1.5684798e-05
[1.443],[1.4211845],[0.0151181],1.5684798e-05
[1.443],[1.4201819],[0.01581295],1.5684798e-05
[0.855],[0.8472031],[0.00911923],1.5684798e-05
[1.443],[1.4242964],[0.01296159],1.5684798e-05
[0.855],[0.84870344],[0.00736442],1.5684798e-05
[1.443],[1.4222363],[0.01438921],1.5684798e-05
[0.855],[0.84822446],[0.00792463],1.5684798e-05
[0.855],[0.84904456],[0.00696545],1.5684798e-05
[0.855],[0.8496993],[0.00619965],1.5684798e-05
[0.855],[0.8479801],[0.00821045],1.5684798e-05
[1.443],[1.4186429],[0.01687947],1.5684798e-05
[1.443],[1.419162],[0.0165197],1.5684798e-05
[1.443],[1.4208724],[0.01533438],1.5684798e-05
[1.443],[1.41886],[0.01672904],1.5684798e-05
[1.443],[1.4210328],[0.01522327],1.5684798e-05
[1.443],[1.4191295],[0.01654225],1.5684798e-05
[0.855],[0.84854096],[0.00755445],1.5684798e-05
[1.443],[1.4204535],[0.01562468],1.5684798e-05
[1.443],[1.4177887],[0.01747139],1.5684798e-05
[0.855],[0.84729344],[0.00901355],1.5684798e-05
[0.855],[0.84777814],[0.00844664],1.5684798e-05
[0.855],[0.846518],[0.00992051],1.5684798e-05
[0.855],[0.8498201],[0.00605841],1.5684798e-05
[0.855],[0.8476428],[0.00860496],1.5684798e-05
[0.855],[0.8457224],[0.01085104],1.5684798e-05
[1.443],[1.4211032],[0.01517444],1.5684798e-05
[0.855],[0.8466616],[0.0097525],1.5684798e-05
[0.855],[0.84771],[0.00852632],1.5684798e-05
[0.855],[0.8492927],[0.00667523],1.5684798e-05
[1.443],[1.4199567],[0.01596901],1.5684798e-05
[0.855],[0.8463757],[0.01008692],1.5684798e-05
[1.443],[1.4206722],[0.01547317],1.5684798e-05
[0.855],[0.85009056],[0.00574205],1.5684798e-05
[0.855],[0.84666115],[0.00975306],1.5684798e-05
[0.855],[0.8438043],[0.01309441],1.5684798e-05
[1.443],[1.4208491],[0.01535057],1.5684798e-05
[0.855],[0.84622246],[0.01026615],1.5684798e-05
[1.443],[1.4195027],[0.01628359],1.5684798e-05
[0.855],[0.84762573],[0.0086249],1.5684798e-05
[0.855],[0.8494848],[0.00645055],1.5684798e-05
[0.855],[0.8471787],[0.00914774],1.5684798e-05
[0.855],[0.846773],[0.00962221],1.5684798e-05
[1.443],[1.4201753],[0.0158175],1.5684798e-05
[0.855],[0.84972435],[0.00617037],1.5684798e-05
[1.443],[1.4225676],[0.01415964],1.5684798e-05
[0.855],[0.84687227],[0.00950614],1.5684798e-05
[1.443],[1.420415],[0.01565136],1.5684798e-05
[1.443],[1.4206529],[0.01548655],1.5684798e-05
[1.443],[1.4172895],[0.01781737],1.5684798e-05
[0.855],[0.84879744],[0.00725448],1.5684798e-05
[1.443],[1.4190668],[0.01658571],1.5684798e-05
[1.443],[1.4210973],[0.01517857],1.5684798e-05
[0.855],[0.84791815],[0.00828288],1.5684798e-05
[0.855],[0.84949964],[0.00643319],1.5684798e-05
[0.855],[0.8452693],[0.01138093],1.5684798e-05
[1.443],[1.4234601],[0.01354112],1.5684798e-05
[0.855],[0.8449732],[0.01172727],1.5684798e-05
[0.855],[0.84841895],[0.00769716],1.5684798e-05
[0.855],[0.84958047],[0.00633866],1.5684798e-05
[1.443],[1.4217227],[0.01474519],1.5684798e-05
[0.855],[0.84318423],[0.01381963],1.5684798e-05
[1.443],[1.4209571],[0.01527573],1.5684798e-05
[0.855],[0.8476401],[0.0086081],1.5684798e-05
[0.855],[0.84318686],[0.01381657],1.5684798e-05
[1.443],[1.4238985],[0.01323735],1.5684798e-05
[0.855],[0.84851485],[0.00758499],1.5684798e-05
[0.855],[0.84713733],[0.00919612],1.5684798e-05
[1.443],[1.4198699],[0.01602915],1.5684798e-05
[1.443],[1.4203434],[0.01570101],1.5684798e-05
[0.855],[0.84649116],[0.00995188],1.5684798e-05
[0.855],[0.84707016],[0.00927469],1.5684798e-05
[0.855],[0.8511086],[0.00455135],1.5684798e-05
[0.855],[0.85017073],[0.00564829],1.5684798e-05
[1.443],[1.4229693],[0.01388123],1.5684798e-05
[1.443],[1.419508],[0.01627996],1.5684798e-05
[0.855],[0.85228664],[0.00317355],1.5684798e-05
[0.855],[0.8455369],[0.01106799],1.5684798e-05
[1.443],[1.4196074],[0.01621106],1.5684798e-05
[0.855],[0.8448452],[0.01187701],1.5684798e-05
[0.855],[0.85249084],[0.00293471],1.5684798e-05
[1.443],[1.4192766],[0.01644031],1.5684798e-05
[0.855],[0.84834796],[0.00778018],1.5684798e-05
[0.855],[0.8468104],[0.0095785],1.5684798e-05
[0.855],[0.8494224],[0.00652354],1.5684798e-05
[0.855],[0.8518677],[0.00366356],1.5684798e-05
[0.855],[0.85066104],[0.00507483],1.5684798e-05
[1.443],[1.4191673],[0.01651606],1.5684798e-05
[1.443],[1.4198577],[0.01603757],1.5684798e-05
[1.443],[1.4200499],[0.0159044],1.5684798e-05
[1.443],[1.422833],[0.01397574],1.5684798e-05
[1.443],[1.4221985],[0.0144154],1.5684798e-05
[0.855],[0.8472962],[0.00901034],1.5684798e-05
[0.855],[0.85015494],[0.00566676],1.5684798e-05
[0.855],[0.84298116],[0.01405715],1.5684798e-05
[1.443],[1.4203826],[0.01567383],1.5684798e-05
[1.443],[1.4213824],[0.01498097],1.5684798e-05
[1.443],[1.4190004],[0.01663172],1.5684798e-05
[0.855],[0.8448346],[0.01188935],1.5684798e-05
[0.855],[0.84551114],[0.01109811],1.5684798e-05
[1.443],[1.4232631],[0.01367768],1.5684798e-05
[1.443],[1.4217952],[0.01469488],1.5684798e-05
[0.855],[0.84588695],[0.01065856],1.5684798e-05
[1.443],[1.4215045],[0.01489637],1.5684798e-05
[0.855],[0.85008556],[0.00574791],1.5684798e-05
[0.855],[0.84693235],[0.00943587],1.5684798e-05
[0.855],[0.84856635],[0.00752476],1.5684798e-05
[1.443],[1.4202869],[0.01574017],1.5684798e-05
[1.443],[1.418903],[0.01669922],1.5684798e-05
[0.855],[0.8500052],[0.00584188],1.5684798e-05
[1.443],[1.4253067],[0.01226146],1.5684798e-05
[1.443],[1.420784],[0.01539568],1.5684798e-05
[1.443],[1.4197335],[0.01612366],1.5684798e-05
[0.855],[0.8513095],[0.00431642],1.5684798e-05
[1.443],[1.4212488],[0.01507357],1.5684798e-05
[0.855],[0.84603983],[0.01047975],1.5684798e-05
[0.855],[0.8480982],[0.00807228],1.5684798e-05
[1.443],[1.4212918],[0.01504375],1.5684798e-05
[0.855],[0.8492234],[0.00675631],1.5684798e-05
[0.855],[0.84701365],[0.00934078],1.5684798e-05
[1.443],[1.4205099],[0.0155856],1.5684798e-05
[1.443],[1.4199445],[0.01597743],1.5684798e-05
[0.855],[0.8470008],[0.00935584],1.5684798e-05
[0.855],[0.8489551],[0.00707009],1.5684798e-05
[1.443],[1.4195938],[0.01622048],1.5684798e-05
[0.855],[0.85068387],[0.00504813],1.5684798e-05
[0.855],[0.84335047],[0.0136252],1.5684798e-05
